mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
98.58003635406494,0.35792741775512693,0.5919156062405238,0.6131424980757358,0.5,0.5,0.01,8,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",12,0.5607811801554698,0.6104756659480535,0.5774063206277602,0.603899364768657,0.5974224238985192,0.6231705873904425,0.6495591991864416,0.6048055767623277,0.5744224373984242,0.6233612955091979,1.0396826858208972,0.020199244919948015,0.03110821581731254,0.008567825397444712
111.923091506958,0.3646961212158203,0.5946415814923617,0.6211591614032177,0.5,0.5,0.01,10,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 10, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",7,0.5610807552480375,0.62031140528162,0.5865040756945259,0.6127241772786826,0.5981584369855851,0.6303552426962946,0.6506894355380436,0.6149910260860335,0.5767878033345115,0.6274139556734577,0.8133737582857449,0.013766962294887528,0.030543994710342238,0.006835260103695653
131.9234188556671,0.3790915012359619,0.592556599996419,0.6280328258481609,0.5,0.5,0.01,14,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 14, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",10,0.5599945621702219,0.6258416064414455,0.5781627100374677,0.6248850554929917,0.592797770144617,0.6353433332664244,0.6501436046836613,0.6222071991544998,0.5816991275021873,0.6318869348854429,0.7894135687783012,0.017176848120066972,0.030663772315425053,0.004836227915532721
98.70678081512452,0.34882345199584963,0.6056649970295992,0.6349196873426812,0.5,0.5,0.03,8,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 0.5, 'learning_rate': 0.03, 'max_depth': 8, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",1,0.5711359740299423,0.6328250259965749,0.6038525096987921,0.6334799431758603,0.595332381422303,0.64094700045444,0.6665248935564768,0.6291029096121007,0.5914923203894197,0.6382435574744308,1.7819203564540915,0.0168576866434198,0.032269694742020925,0.004187409427979565
93.81457781791687,0.18801369667053222,0.603941671955784,0.6507891095116359,0.5,0.5,0.03,10,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 0.5, 'learning_rate': 0.03, 'max_depth': 10, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",5,0.5645040907754553,0.6503275728957161,0.6056109946909441,0.647100713863787,0.5878848480820497,0.6562488003994403,0.6649107458624014,0.6451229539672877,0.5968121272672435,0.6551455064319486,19.484512055131955,0.011027287344588388,0.033417483159992975,0.004352218190149433
68.48228950500489,0.19124045372009277,0.6034755829474872,0.6712311091733981,0.5,0.5,0.03,14,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 0.5, 'learning_rate': 0.03, 'max_depth': 14, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",6,0.570828024599135,0.6683853628223679,0.6130490792599252,0.6750609405301823,0.5896802702957388,0.6760844096702429,0.6598732069928769,0.6655316242620434,0.5839567883905048,0.6710932085821538,0.42686570790667666,0.012552210563591116,0.031334076474409826,0.0039704798464746845
50.269036531448364,0.1723006248474121,0.5921193224032986,0.6123830629292708,0.5,1,0.01,8,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 8, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",11,0.5607811801554698,0.6093183614634042,0.5763349371571768,0.6028915148573084,0.5974224238985192,0.6213143286734932,0.6495591991864416,0.6054231082372931,0.5765129003181746,0.6229680014148552,0.1300152089840624,0.0022692529582055564,0.030989947266634944,0.008242951895154641
57.06430640220642,0.18949241638183595,0.593831853140274,0.6193456069471737,0.5,1,0.01,10,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 10, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",8,0.5610807552480375,0.6186162145389769,0.58255817868994,0.6109926178874535,0.5981584369855851,0.6274184277674503,0.6495591991864416,0.6125645057665275,0.5778159011056946,0.6271362687754602,0.44409408114603516,0.0099564199306514,0.030266008285434756,0.006959204271439558
70.0964319229126,0.19288806915283202,0.5930106756092649,0.6250616159377029,0.5,1,0.01,14,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.01, 'max_depth': 14, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",9,0.5592097960014555,0.6243055473364403,0.5752684189568429,0.6196445672943913,0.5963751444440512,0.6311095649735701,0.653553356618965,0.6207753575024562,0.5806623910161278,0.6294730425816571,1.0715813919539374,0.009677442694160673,0.032515014571846385,0.004567853756042961
50.598138093948364,0.1753228187561035,0.604291369854717,0.6345280828359248,0.5,1,0.03,8,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.03, 'max_depth': 8, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",3,0.572219245029033,0.6320128251711854,0.6038525096987921,0.6311558464769125,0.5914720700218905,0.6427703504996608,0.6626483804130742,0.6291609613160747,0.591276921913602,0.63754043071579,0.6732281411989112,0.003871673030708414,0.03087932396809997,0.004970185279844402
57.94160480499268,0.20594615936279298,0.6044362598087849,0.649249416036686,0.5,1,0.03,10,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.03, 'max_depth': 10, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",2,0.567136824434297,0.6495349121122537,0.6045901605081502,0.6462804670374025,0.5925063258590209,0.6552836994702306,0.6649107458624014,0.6444818843019483,0.5930508419073894,0.6506661172615943,1.158463223059983,0.04565020125963631,0.032619038337565354,0.0037428637145439647
67.156809091568,0.1603879451751709,0.6041516217995697,0.6674515809044262,0.5,1,0.03,14,6,100,0.9,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.03, 'max_depth': 14, 'min_child_weight': 6, 'n_estimators': 100, 'subsample': 0.9}",4,0.5668526330451343,0.6639267253521495,0.6140590046993079,0.6704099642808057,0.5850547492947158,0.6700298097332562,0.6621469034025932,0.6640246252356691,0.5926564715662264,0.6688667799202507,3.6609244841218493,0.028514798325129313,0.032708824851873985,0.0028834256074982017
